link,year,mileage,engine_capacity,fuel_type,price
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-lift-oryginalny-przebieg-stan-bdb-sprowadzony-oplacony-ID6GvZ1J.html,2008,178 000 km,1 596 cm3,Benzyna,11 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-benzyna-salon-polska-klimatyzacja-isofix-halogeny-bluetooth-ID6Gz7lH.html,2010,119 415 km,1 596 cm3,Benzyna,17 950
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-6-benzyna-100km-2009rok-ID6GvYVR.html,2009,167 626 km,1 596 cm3,Benzyna,14 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-oszczedny-ford-focus-1-6-econetic-2010-pierwszy-wlasciciel-ID6GrbCt.html,2010,266 750 km,1 560 cm3,Diesel,14 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6100kmsuper-stan-ID6Gy4Vw.html,2009,211 000 km,1 596 cm3,Benzyna,12 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-vat-23-led-navi-automat-lopatki-alu-16-serwis-w-aso-bezwypadkowy-ID6FEfKw.html,2020,160 620 km,1 498 cm3,Diesel,62 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ID6GxHDU.html,2008,178 000 km,1 388 cm3,Benzyna,11 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-tdci-salon-polska-serwisowany-zadbany-ID6GqdJo.html,2015,286 998 km,1 560 cm3,Diesel,26 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-benzyna-125-ps-navi-g-fotele-2xpdc-hak-nowy-rozrzad-ID6Gy4Hv.html,2012,160 000 km,999 cm3 •,Benzyna,26 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-salon-polska-zadbany-faktura-vat23-stan-bdb-ID6GwVSI.html,2020,142 000 km,999 cm3 •,Benzyna,44 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-2017-1-5-tdci-trend-ID6GvYMx.html,2017,255 441 km,1 498 cm3,Diesel,32 800
https://www.otomoto.pl/osobowe/oferta/ford-focus-focus-1-6-pancerna-benzynka-z-malym-przebiegiem-126000km-ID6Gz7Cx.html,2011,126 000 km,1 596 cm3,Benzyna,15 800
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-kombi-1-5-kupiony-w-polsce-serwisowany-w-aso-faktura-ID6GvYJ1.html,2019,251 460 km,1 499 cm3,Diesel,38 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-st-line-1-0-benzynaautomattabletkameranawigacjagwarancja-w-cenie-ID6G0zGM.html,2020,24 000 km,999 cm3 •,Benzyna,77 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-stan-idealny-bogata-wersja-doinwestowany-serwis-aso-ID6GvYIn.html,2013,142 000 km,999 cm3 •,Benzyna,27 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-benzyna-navi-czujniki-parkowaniam-grzane-fotele-ID6GwVNE.html,2018,160 113 km,1 499 cm3,Benzyna,37 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-tdci-120km-st-line-mk4-navi-pdc-lane-asist-radar-led-ID6FXM7W.html,2018,186 000 km,1 499 cm3,Diesel,64 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-benzynka-klima-servis-niemcy-piekny-zarejestrowany-ID6GvYbZ.html,2006,239 600 km,1 596 cm3,Benzyna,12 700
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-ID6GwtZ9.html,2017,310 800 km,1 498 cm3,Diesel,28 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-salon-polska-bezwypadkowy-ID6Gy4na.html,2018,90 725 km,1 498 cm3,Diesel,52 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-kombi-2-wlasciciel-krajowy-115km-diesel-ID6GxfHs.html,2010,277 000 km,1 753 cm3,Diesel,8 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-cabrio-2-0-tdci-136km-super-stan-ID6GosqD.html,2008,203 200 km,1 997 cm3,Diesel,15 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-2005-1-6-benzyna-115km-niski-przebieg-klima-ID6G5HGM.html,2005,178 000 km,1 596 cm3,Benzyna,5 200
https://www.otomoto.pl/osobowe/oferta/ford-focus-ladny-ford-focus-1-6-benzyna-combi-bezwypadkowy-ID6GvYo6.html,2008,196 000 km,1 596 cm3,Benzyna,15 600
https://www.otomoto.pl/osobowe/oferta/ford-focus-ID6GvYlG.html,2010,270 000 km,1 560 cm3,Diesel,7 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-salon-pl-aso-ford-nowy-rozrzad-i-przeglad-fvat23-ID6GgpMb.html,2018,168 500 km,1 498 cm3,Diesel,36 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-6-ID6Gun43.html,2005,254 668 km,1 596 cm3,Benzyna,6 400
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-6-ambiente-ID6Gxk6W.html,2008,243 534 km,1 560 cm3,Diesel,12 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ID6Gz7oC.html,2005,225 159 km,1 753 cm3,Diesel,5 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-benz-serwis-zarejestrowany-ID6Gxfzk.html,2011,230 000 km,1 596 cm3,Benzyna,24 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-salon-fv23-gwarancja-serwisowa-39756-netto-ID6GvYje.html,2020,159 899 km,1 498 cm3,Diesel,48 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-titanium-1-5-120-km-sam-parkuje-ID6GwoYr.html,2016,265 000 km,1 498 cm3,Diesel,33 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-focus-lift-1-8-tdci-klima-zadbany-ID6Gz7oB.html,2010,369 600 km,1 753 cm3,Diesel,8 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-0ecoboost-125km-sedan-2013-czarny-fv23-ID6G2JD5.html,2013,106 500 km,999 cm3 •,Benzyna,23 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-100-bezwypadkowy-nowe-sprzeglo-dwumas-zarejestrowany-ID6Gy49m.html,2013,213 000 km,1 560 cm3,Diesel,25 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-polski-salon-jedyny-uzytkownik-od-nowosci-ID6Gy47p.html,2009,184 300 km,1 999 cm3,Benzyna,28 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-2009r-zarejestrowany-1-6-tdci-90km-ID6GsKeT.html,2009,280 000 km,1 560 cm3,Diesel,10 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk3-rok-2015-okazja-ID6Gxfui.html,2015,183 200 km,999 cm3 •,Benzyna,27 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-focus-2017-rok-tempomat-navi-parktronik-podgrzewane-fotele-klima-ID6GwVhN.html,2017,88 533 km,999 cm3 •,Benzyna,27 600
https://www.otomoto.pl/osobowe/oferta/ford-focus-focus-2013rok-benzyna-kombi-2kpl-kol-ID6GvhBe.html,2013,198 000 km,999 cm3 •,Benzyna,18 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-2-0tdci-185km-wersja-st-po-liftingu-pakiet-wolf-pelen-serwis-forda-ID6Gy46q.html,2016,175 000 km,1 997 cm3,Diesel,57 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk1-2002-salon-polska-ID6Gz7fO.html,2002,170 000 km,1 596 cm3,Benzyna,4 250
https://www.otomoto.pl/osobowe/oferta/ford-focus-mk4-st-2-3-performance-280-km-ID6FP56z.html,2020,59 500 km,2 261 cm3,Benzyna,99 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ID6GlXGO.html,2020,109 000 km,1 499 cm3,Diesel,58 901
https://www.otomoto.pl/osobowe/oferta/ford-focus-ID6FTL6a.html,2016,110 000 km,999 cm3 •,Benzyna,28 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-salonowy-titanium-2-0tdci-163km-100-oryginal-bezwypadek-ID6Gxfp1.html,2014,201 000 km,1 997 cm3,Diesel,33 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-st-line-kamera-grzanakierownica-precollisionklapaauto-gwarancja-ID6GpvSQ.html,2020,173 000 km,1 997 cm3,Diesel,66 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-titanium-nowy-rozrzad-ID6GoWPT.html,2014,187 000 km,999 cm3 •,Benzyna,34 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-ID6GxfiE.html,2013,247 000 km,1 997 cm3,Diesel,26 300
https://www.otomoto.pl/osobowe/oferta/ford-focus-polski-salon-serwisowany-w-aso-bezwypadkowy-hak-ID6GsFr6.html,2016,311 200 km,1 498 cm3,Diesel,24 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-kombi-20r-1-5-ecoblue-automat-titanium-rewelacyjny-stan-ID6GvXUC.html,2020,189 000 km,1 499 cm3,Diesel,47 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-tdci-109-km-rok-2006-polski-salon-ID6GyGTM.html,2006,331 090 km,1 560 cm3,Diesel,5 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-5-tdci-mr15-e6-ID6Gz7cU.html,2017,182 271 km,1 499 cm3,Diesel,25 400
https://www.otomoto.pl/osobowe/oferta/ford-focus-2011-1-6-diesiel-klimatrinic-pdc-zarejestrowane-ID6Gz7bn.html,2011,269 000 km,1 560 cm3,Diesel,18 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-pierwszy-wlasciciel-ID6Gvx9u.html,2016,116 000 km,1 596 cm3,Benzyna,43 800
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-1-8-benzyna-kombi-ID6Gz7bp.html,2007,237 000 km,1 798 cm3,Benzyna,6 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-bardzo-zadbany-jak-nowy-st-line-ID6FW9oC.html,2020,68 000 km,999 cm3 •,Benzyna,89 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk3-2-0-usa-163km-se-ID6Gz74G.html,2016,106 377 km,999 cm3 •,Benzyna,42 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-ID6GvXHb.html,2010,186 000 km,1 798 cm3,Benzyna,14 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-trend-ID6GwpZY.html,2017,95 500 km,1 596 cm3,Benzyna,41 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-grzana-szyba-klimatyzacja-2-kpl-opon-tablice-pl-ID6Gr1eh.html,2007,174 670 km,1 596 cm3,Benzyna,10 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-4-16v-klima-parktronic-podgrzewane-siedzienia-ID6Gz715.html,2010,179 941 km,1 388 cm3,Benzyna,17 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-rs-st-line-2-0-diesel-manual-head-up-19-cali-full-led-maly-przebieg-ID6Gy0VA.html,2018,49 700 km,1 997 cm3,Diesel,64 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk3-1-6-tdci-econetic-ID6GvhlF.html,2013,269 000 km,1 560 cm3,Diesel,24 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-ii-zadbany-diesel-okazja-ID6Gwq11.html,2010,230 600 km,1 560 cm3,Diesel,12 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-16v-salon-polska-serwis-aso-klimatronic-alu-ID6Gvhpd.html,2009,244 697 km,1 596 cm3,Benzyna,13 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-ID6GvXy7.html,2004,253 631 km,1 596 cm3,Benzyna,6 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-st-2-2-0-250-km-lpg-ID6G9n8w.html,2015,130 460 km,1 999 cm3,Benzyna+LPG,52 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-1-8-tdci-2010r-ID6Gz6SZ.html,2010,276 450 km,1 753 cm3,Diesel,8 700
https://www.otomoto.pl/osobowe/oferta/ford-focus-pierwszy-wlasciciel-w-kraju-ID6Gz6V1.html,2005,245 613 km,1 596 cm3,Benzyna,4 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-tdci-salon-polska-1-wlasciciel-serwis-aso-vat-23-klima-ID6GvhnV.html,2019,33 993 km,1 499 cm3,Diesel,68 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-kombi-ID6Gz6Jv.html,2001,286 300 km,1 753 cm3,Diesel,1 980
https://www.otomoto.pl/osobowe/oferta/ford-focus-ladny-oryginal-navigacja-st-line-serwis-ID6Gxf0w.html,2018,159 650 km,999 cm3 •,Benzyna,43 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-st-line-1-5-ecoboost-salon-polska-gwarancja-ID6G3Y8A.html,2018,111 500 km,1 499 cm3,Benzyna,69 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-piekny-ford-focus-1-0-ecoboost-125km-od-pierwszego-wlasciciela-ID6GbF7l.html,2018,131 000 km,999 cm3 •,Benzyna,55 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-tdci-hak-klima-alu-el-szyby-ID6Gz6OH.html,2009,357 034 km,1 560 cm3,Diesel,9 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-czarny-pierwszy-wlasciciel-ID6Gz6Cv.html,2013,136 000 km,999 cm3 •,Benzyna,24 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-ecoblue-salon-polska-1-wlasciciel-serwis-aso-vat-23-klima-ID6GwpYg.html,2020,36 800 km,1 499 cm3,Diesel,72 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5tdci120ps-blisy-tablet-skory-xenon-navi-ledy-pdc-z-niemiec-full-ID6Gdn1k.html,2015,151 000 km,1 499 cm3,Diesel,36 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-piekny-ford-focus-1-6-tdci-w-5-drzwi-z-klimatyzacja-ID6FDgOY.html,2009,228 650 km,1 560 cm3,Diesel,13 200
https://www.otomoto.pl/osobowe/oferta/ford-focus-bezwypadkowy-salon-polska-fav23-serwisowany-piekny-ID6Gz6q3.html,2020,125 000 km,1 498 cm3,Diesel,56 699
https://www.otomoto.pl/osobowe/oferta/ford-focus-sprzedam-forda-focusa-mk2-1-6-benzyna-ID6Gy3s9.html,2005,178 000 km,1 596 cm3,Benzyna,7 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-2012r-automat-2-0-diesel-zarejstrowany-w-polsce-ID6G0gnx.html,2012,253 820 km,1 997 cm3,Diesel,23 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-1-6tdci-2006r-hatchback-automat-ID6Gz6hr.html,2006,237 000 km,1 560 cm3,Diesel,6 200
https://www.otomoto.pl/osobowe/oferta/ford-focus-po-duzym-serwisie-ID6GkVKW.html,2016,158 500 km,1 498 cm3,Benzyna,43 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ID6GvL1Z.html,2011,187 000 km,1 596 cm3,Benzyna,22 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-ID6GyXJ6.html,2017,278 000 km,1 499 cm3,Diesel,37 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-120-km-ID6Gn1T0.html,2017,192 000 km,1 498 cm3,Diesel,27 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-sync-edition-navi-klimatronic-asystent-oplacony-z-niemiec-ID6GyurX.html,2014,121 806 km,998 cm3 •,Benzyna,21 200
https://www.otomoto.pl/osobowe/oferta/ford-focus-2-0d-140km-titanium-xenon-navi-skora-el-hak-full-ID6GdRAF.html,2012,219 362 km,1 997 cm3,Diesel,22 590
https://www.otomoto.pl/osobowe/oferta/ford-focus-swiezo-po-serwisie-w-fordzie-hak-doinwestowany-bez-wkladu-ID6GoZZo.html,2008,159 000 km,1 596 cm3,Benzyna,15 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-st-line-ID6GlUsb.html,2019,109 680 km,999 cm3 •,Benzyna,51 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-edition-2019r-gwarancja-przebiegu-i-serwisu-aso-fv23-1wl-ID6GyWRN.html,2019,107 938 km,1 499 cm3,Diesel,68 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-mk3-lift-2015r-1-0t-100km-118000km-grzane-fotele-climatronic-alu-ID6Goa2o.html,2015,118 000 km,999 cm3 •,Benzyna,32 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-ecoblue-trend-120-km-fv-vat-23-ID6GzaJV.html,2019,177 956 km,1 499 cm3,Diesel,52 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-benzyna-105km-m5-edition-salonpl-serwisaso-fvmarza-gwarancja-ID6GzpSf.html,2017,89 483 km,1 596 cm3,Benzyna,43 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-tdci-116km-kombi-salon-pl-serwis-klima-alu-gwarancja-ID6Gl1jA.html,2015,210 000 km,1 560 cm3,Diesel,26 990
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-100ps-titanium-navi-piekny-z-niemiec-ID6GuUYN.html,2010,180 200 km,1 596 cm3,Benzyna,18 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-sync-krajowy-ID6GuXNT.html,2016,194 000 km,1 498 cm3,Diesel,32 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-klima-serwis-bezwypadkowy-alu-z-niemiec-ID6Gzgnq.html,2011,92 000 km,1 596 cm3,Benzyna,29 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-0-125km-titanium-led-navi-apa-grz-szyba-grz-kierownica-nowy-rozrzad-ID6GyyoK.html,2016,139 000 km,999 cm3 •,Benzyna,36 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-0-benzyna-automat-jak-nowy-114-tkm-ID6GwooR.html,2018,114 000 km,999 cm3 •,Benzyna,58 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-mk3-kombi-po-serwisie-nie-wymaga-wkladu-fv23-polecam-ID6GyIwl.html,2016,161 800 km,1 560 cm3,Diesel,34 440
https://www.otomoto.pl/osobowe/oferta/ford-focus-pierwsza-rejestracja-2018-hak-navi-ID6GuT1J.html,2017,180 000 km,1 498 cm3,Diesel,33 450
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk3-titanium-mps-6-ID6GtVYp.html,2014,291 193 km,1 997 cm3,Diesel,27 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-0-ecoboost-nowy-rozrzad-ID6GvTH4.html,2013,159 000 km,999 cm3 •,Benzyna,19 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-mk3-1-6-ti-vct-ID6Gp6PO.html,2016,148 800 km,1 596 cm3,Benzyna,37 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-sprowadzony-1-6-16v-wersja-ghia-ID6GvxN8.html,2005,190 000 km,1 596 cm3,Benzyna,5 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-pierwszy-wlasciciel-ID6GpLRe.html,2020,170 238 km,1 499 cm3,Diesel,48 954
https://www.otomoto.pl/osobowe/oferta/ford-focus-led-klimatronik-100-w-oryginale-ID6GxXyF.html,2015,180 000 km,1 560 cm3,Diesel,34 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk3-hatchback-ID6Gxk5u.html,2012,233 000 km,1 596 cm3,Benzyna,26 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-cc-pinifarina-ID6GoXi1.html,2007,190 573 km,1 999 cm3,Benzyna,17 700
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-ti-vct-105km-nowy-rozrzad-bezypadkowy-ID6GwpDR.html,2011,167 200 km,1 596 cm3,Benzyna,27 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-0l-ecoboost-salon-polska-niski-przebieg-ID6GwN66.html,2018,90 000 km,999 cm3 •,Benzyna,52 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-titanium-automat-100-bezwypadkowy-ID6GvDvT.html,2016,203 316 km,1 997 cm3,Diesel,44 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-active-bogate-wyposazenie-automat-headup-serwisowany-vat-23-ID6GvnKA.html,2020,156 600 km,1 498 cm3,Benzyna,75 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-diesel-2012r-hak-parktronic-climatronic-tempomat-okazja-ID6GuR3W.html,2012,190 000 km,1 560 cm3,Diesel,15 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-sprowadzony-zarejestrowany-zadbany-serwisowany-ID6Gvqgt.html,2009,204 000 km,1 560 cm3,Diesel,15 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-1-8-benzyna-kombi-ID6Gz7bp.html,2007,237 000 km,1 798 cm3,Benzyna,6 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6100kmsuper-stan-ID6Gy4Vw.html,2009,211 000 km,1 596 cm3,Benzyna,12 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-6-tdci-gold-x-edition-ID6GvSa6.html,2011,131 000 km,1 560 cm3,Diesel,25 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-2-5t-225km-st-recaro-klima-multifunkcja-serwis-ID6GkU28.html,2007,259 000 km,2 521 cm3,Benzyna,28 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-benzyna-nawigacja-parkassist-klima-grzane-fotele-alu16-bluetooth-usb-ID6GvgLs.html,2014,109 000 km,998 cm3 •,Benzyna,25 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-klimatronik-alu-125km-6-biegow-parktronic-navi-tempomat-ID6GhHxF.html,2016,130 000 km,999 cm3 •,Benzyna,36 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-150km-titanium-navi-kamera-klimatronik-grz-szyba-nowy-rozrzad-pdc-ID6GxYPF.html,2018,107 200 km,1 499 cm3,Benzyna,49 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-5-tdci-120km-webasto-hak-wypinany-ID6GvkDz.html,2018,142 000 km,1 498 cm3,Diesel,49 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-0-turbo-bixenon-led-ID6GwnkN.html,2015,147 000 km,999 cm3 •,Benzyna,38 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-lift-okazja-1-0-125-koni-nawigacja-pdc-alufelgi-elektryka-serwis-aso-ID6GyvSC.html,2016,135 600 km,1 000 cm3,Benzyna,30 700
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-ID6GxS0e.html,2014,235 000 km,1 596 cm3,Benzyna,27 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-tdci-bardzo-ladny-z-polskiego-salonu-ID6GvdW1.html,2012,233 654 km,1 560 cm3,Diesel,19 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-lift-2-0-145km-benzyna-i-gaz-ID6GyGY0.html,2008,270 300 km,1 999 cm3,Benzyna+LPG,16 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-z-niemiec-2013r-oplacony-serwis-124tys-km-sprawdz-ID6GogWz.html,2013,124 000 km,999 cm3 •,Benzyna,24 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk3-salon-polska-ID6Gwpbl.html,2013,160 000 km,999 cm3 •,Benzyna,23 700
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-6-diesel-90km-kombi-kupiony-w-polskim-salonie-ID6GxDw7.html,2006,154 000 km,1 560 cm3,Diesel,4 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-lift-1-5tdci-120km-klimatronic-nawigacja-ID6GuPKd.html,2015,166 000 km,1 499 cm3,Diesel,29 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-6-sync-edition-ID6GxLar.html,2016,121 771 km,1 596 cm3,Benzyna,45 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-piekny-ford-focus-1-5-ecoblue-trend-edition-2019-salon-polska-ID6Gw0QF.html,2019,82 000 km,1 498 cm3,Diesel,55 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-full-opcja-titanum-sam-parkuje-duzy-ekran-czujniki-przod-tyl-serwis-ID6Gvvvy.html,2015,199 000 km,1 560 cm3,Diesel,35 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-2-0-tdci-titanium-powershift-ID6GdRI3.html,2014,198 141 km,1 997 cm3,Diesel,29 500
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk3-titanium-ID6GuRck.html,2018,147 000 km,999 cm3 •,Benzyna,37 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-trend-2018r-ID6Gz5eJ.html,2018,91 425 km,1 596 cm3,Benzyna,44 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-eco-blue-navi-klima-tempomat-aktywny-euro-6-faktura-vat-ID6Gp0Qt.html,2019,166 000 km,1 499 cm3,Diesel,53 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-sprzedam-ford-focus-1-6-ben-ID6GuyMs.html,2017,148 338 km,1 596 cm3,Benzyna,29 520
https://www.otomoto.pl/osobowe/oferta/ford-focus-indyvidual-2-0-tdci-163km-navi-super-stan-import-raty-oplaty-ID6GxSmV.html,2011,230 000 km,1 997 cm3,Diesel,29 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-2014r-1-0t-100km-120000km-bezwypadkowy-grzane-fotele-klima-alu-ID6GnGu9.html,2014,120 000 km,999 cm3 •,Benzyna,28 800
https://www.otomoto.pl/osobowe/oferta/ford-focus-salon-polska-serwis-aso-ford-ID6GxJ7S.html,2018,184 000 km,1 498 cm3,Diesel,18 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-fokus-1-6-automat-uszkodzony-silnik-ID6GyeY8.html,2015,217 440 km,1 596 cm3,Benzyna+LPG,29 000
https://www.otomoto.pl/osobowe/oferta/ford-focus-ID6GwMYj.html,2011,188 433 km,1 560 cm3,Diesel,23 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6-tdci-110-km-hatchback-5-drzwi-zarejestrowany-zamiana-raty-ID6GvgGI.html,2010,204 076 km,1 560 cm3,Diesel,11 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-1-5-ecoboost-salon-polska-vat23-ID6GvgCS.html,2017,86 407 km,1 499 cm3,Benzyna,49 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-6d-klima-zadbany-oszczedny-ID6GrQuf.html,2007,247 500 km,1 560 cm3,Diesel,6 999
https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-mk2-1-6tdci-dpf-egr-off-ID6Gqdoz.html,2005,288 800 km,1 560 cm3,Diesel,2 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-navidvdledst-linestan-jak-nowyzarejestrowany-ID6Gz4U9.html,2018,84 000 km,1 499 cm3,Benzyna,78 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5-ecoblue-trend-edition-business-120-km-fv-vat-23-ID6GkoL0.html,2020,212 353 km,1 499 cm3,Diesel,44 900
https://www.otomoto.pl/osobowe/oferta/ford-focus-1-5tdci-120km-2019r-salon-polska-f-vat-23-ID6F8pOx.html,2019,138 455 km,1 499 cm3,Diesel,19 900
